instrument,Date,time,CLOSE,HIGH,LOW,OPEN,VOLUME
NIFTY,20160509,11:44,7838.95,7839.55,7838.20,7839.30,5400,0
NIFTY,20160509,11:45,7839.35,7840.30,7838.95,7839.85,8850,0
NIFTY,20160509,11:46,7839.65,7840.15,7839.00,7839.25,7425,0
NIFTY,20160509,11:47,7839.20,7840.00,7838.80,7839.85,16500,0
NIFTY,20160509,11:48,7839.70,7840.65,7839.10,7840.40,12075,0
NIFTY,20160509,11:49,7840.45,7840.45,7838.75,7839.85,12075,0
NIFTY,20160509,11:50,7839.80,7840.50,7839.10,7839.55,9975,0
NIFTY,20160509,11:51,7839.60,7839.65,7837.40,7837.45,13425,0
NIFTY,20160509,11:52,7837.65,7837.65,7835.75,7836.70,15525,0
NIFTY,20160509,11:53,7836.40,7836.80,7834.95,7835.25,12300,0
NIFTY,20160509,11:54,7835.45,7836.25,7834.80,7835.70,14925,0
NIFTY,20160509,11:55,7835.90,7836.40,7834.90,7835.50,10875,0
NIFTY,20160509,11:56,7835.60,7837.70,7835.55,7836.50,19650,0
NIFTY,20160509,11:57,7836.65,7837.20,7832.95,7833.40,14250,0
NIFTY,20160509,11:58,7833.50,7834.45,7831.40,7831.45,13125,0
NIFTY,20160509,11:59,7831.50,7833.30,7830.85,7831.00,26175,0
NIFTY,20160509,12:00,7830.95,7831.25,7829.80,7829.85,18300,0
NIFTY,20160509,12:01,7830.50,7831.00,7828.85,7830.10,23175,0
NIFTY,20160509,12:02,7830.25,7830.50,7829.40,7829.80,11925,0
NIFTY,20160509,12:03,7830.15,7831.35,7829.55,7830.55,7050,0
NIFTY,20160509,12:04,7830.80,7831.60,7828.60,7829.75,16350,0
NIFTY,20160509,12:05,7829.85,7832.25,7829.85,7832.10,6150,0
NIFTY,20160509,12:06,7832.35,7833.25,7830.90,7832.60,10275,0
NIFTY,20160509,12:07,7832.80,7833.85,7831.90,7832.85,5625,0
NIFTY,20160509,12:08,7832.70,7833.55,7831.85,7832.30,6900,0
NIFTY,20160509,12:09,7832.15,7832.40,7831.15,7832.10,7500,0
NIFTY,20160509,12:10,7832.00,7832.60,7830.95,7832.30,6675,0
NIFTY,20160509,12:11,7832.50,7833.95,7832.35,7833.55,11550,0
NIFTY,20160509,12:12,7833.45,7834.60,7832.60,7833.65,14100,0
NIFTY,20160509,12:13,7833.75,7834.05,7831.80,7833.55,16050,0
NIFTY,20160509,12:14,7833.60,7836.00,7833.60,7835.20,8325,0
NIFTY,20160509,12:15,7835.25,7836.25,7833.80,7833.80,10275,0
NIFTY,20160509,12:16,7834.20,7836.05,7833.55,7835.85,10200,0
NIFTY,20160509,12:17,7835.90,7836.60,7832.95,7833.90,28500,0
NIFTY,20160509,12:18,7833.85,7834.85,7833.25,7834.65,5475,0
NIFTY,20160509,12:19,7835.05,7835.45,7833.85,7834.30,4200,0
NIFTY,20160509,12:20,7834.35,7836.05,7833.70,7833.80,23775,0
NIFTY,20160509,12:21,7833.60,7834.70,7833.40,7834.60,9750,0
NIFTY,20160509,12:22,7834.90,7835.60,7834.20,7834.35,9000,0
NIFTY,20160509,12:23,7834.30,7835.45,7834.20,7835.35,4950,0
NIFTY,20160509,12:24,7835.25,7836.75,7835.25,7836.15,6075,0
NIFTY,20160509,12:25,7836.50,7836.75,7835.70,7836.75,4500,0
NIFTY,20160509,12:26,7835.65,7836.50,7833.95,7833.95,3600,0
NIFTY,20160509,12:27,7834.25,7835.75,7834.15,7834.30,5925,0
NIFTY,20160509,12:28,7834.85,7836.50,7834.50,7835.75,3450,0
NIFTY,20160509,12:29,7835.60,7838.35,7835.60,7837.50,4200,0
NIFTY,20160509,12:30,7837.75,7838.50,7837.00,7838.20,11175,0
NIFTY,20160509,12:31,7838.05,7838.50,7833.70,7834.05,23100,0
NIFTY,20160509,12:32,7833.85,7834.50,7832.75,7834.45,16425,0
NIFTY,20160509,12:33,7834.50,7835.35,7832.40,7833.80,10125,0
NIFTY,20160509,12:34,7834.20,7834.90,7832.50,7832.50,11475,0
NIFTY,20160509,12:35,7832.95,7833.35,7831.70,7831.80,6900,0
NIFTY,20160509,12:36,7831.70,7833.20,7830.40,7830.45,14250,0
NIFTY,20160509,12:37,7830.65,7830.75,7827.95,7829.25,40050,0
NIFTY,20160509,12:38,7830.30,7830.40,7828.45,7828.45,31125,0
NIFTY,20160509,12:39,7828.35,7829.05,7828.00,7828.85,15450,0
NIFTY,20160509,12:40,7829.00,7829.65,7827.70,7827.70,16575,0
NIFTY,20160509,12:41,7828.00,7830.70,7827.95,7830.00,9375,0
NIFTY,20160509,12:42,7830.10,7830.40,7828.60,7829.00,10500,0
NIFTY,20160509,12:43,7829.35,7830.80,7828.75,7830.10,13800,0
NIFTY,20160509,12:44,7830.05,7830.10,7825.85,7827.40,29925,0
NIFTY,20160509,12:45,7827.50,7828.60,7827.05,7828.30,20850,0
NIFTY,20160509,12:46,7828.15,7828.15,7826.45,7827.45,11775,0
NIFTY,20160509,12:47,7827.65,7827.65,7824.10,7824.95,15675,0
NIFTY,20160509,12:48,7825.10,7827.10,7824.10,7826.55,21300,0
NIFTY,20160509,12:49,7826.80,7826.80,7824.60,7824.60,9300,0
NIFTY,20160509,12:50,7824.90,7825.60,7823.40,7823.70,12600,0
NIFTY,20160509,12:51,7823.85,7824.20,7821.60,7822.65,63750,0
NIFTY,20160509,12:52,7822.70,7823.60,7821.50,7821.95,18075,0
NIFTY,20160509,12:53,7821.90,7825.55,7821.90,7825.20,19725,0
NIFTY,20160509,12:54,7825.10,7825.65,7820.15,7820.30,50775,0
NIFTY,20160509,12:55,7820.35,7823.95,7820.35,7822.80,48150,0
NIFTY,20160509,12:56,7823.30,7825.20,7822.65,7824.85,24450,0
NIFTY,20160509,12:57,7824.95,7826.35,7824.50,7825.60,25425,0
NIFTY,20160509,12:58,7825.70,7826.00,7823.60,7823.60,11325,0
NIFTY,20160509,12:59,7823.30,7824.05,7822.30,7823.35,10425,0
NIFTY,20160509,13:00,7823.05,7823.50,7821.30,7821.55,16275,0
NIFTY,20160509,13:01,7821.35,7822.15,7818.55,7818.75,35400,0
NIFTY,20160509,13:02,7818.70,7819.60,7816.85,7817.00,105000,0
NIFTY,20160509,13:03,7817.45,7821.00,7817.20,7821.00,43650,0
NIFTY,20160509,13:04,7820.75,7822.80,7819.50,7822.25,22275,0
NIFTY,20160509,13:05,7822.05,7823.55,7821.75,7822.10,23475,0
NIFTY,20160509,13:06,7822.25,7823.80,7822.25,7822.40,17400,0
NIFTY,20160509,13:07,7822.35,7823.25,7820.90,7822.00,10725,0
NIFTY,20160509,13:08,7821.80,7822.85,7821.35,7822.20,7350,0
NIFTY,20160509,13:09,7822.05,7822.80,7820.00,7821.50,15750,0
NIFTY,20160509,13:10,7822.05,7823.25,7820.95,7823.25,6450,0
NIFTY,20160509,13:11,7823.35,7824.25,7822.35,7823.45,11325,0
NIFTY,20160509,13:12,7823.40,7827.50,7823.40,7827.10,42075,0
NIFTY,20160509,13:13,7828.85,7829.55,7825.35,7827.70,28350,0
NIFTY,20160509,13:14,7827.75,7831.50,7827.65,7831.00,24300,0
NIFTY,20160509,13:15,7831.20,7831.65,7829.90,7831.40,15675,0
NIFTY,20160509,13:16,7831.20,7832.35,7829.65,7829.90,16875,0
NIFTY,20160509,13:17,7830.10,7831.00,7828.60,7830.80,21225,0
NIFTY,20160509,13:18,7831.10,7832.65,7830.70,7831.70,28875,0
NIFTY,20160509,13:19,7831.90,7832.50,7828.80,7829.05,11325,0
NIFTY,20160509,13:20,7829.65,7830.95,7828.85,7830.35,9225,0
NIFTY,20160509,13:21,7830.30,7832.15,7829.60,7832.00,23175,0
NIFTY,20160509,13:22,7831.80,7834.80,7831.05,7832.55,23775,0
NIFTY,20160509,13:23,7832.10,7832.25,7827.95,7827.95,12150,0
NIFTY,20160509,13:24,7828.10,7831.25,7827.85,7830.00,21675,0
NIFTY,20160509,13:25,7830.10,7831.05,7829.10,7829.90,9225,0
NIFTY,20160509,13:26,7829.30,7829.85,7826.85,7827.10,15900,0
NIFTY,20160509,13:27,7827.50,7831.25,7827.10,7830.80,6825,0
NIFTY,20160509,13:28,7830.75,7831.50,7829.50,7830.30,8700,0
NIFTY,20160509,13:29,7830.35,7830.35,7827.50,7827.75,10050,0
NIFTY,20160509,13:30,7828.10,7831.15,7828.10,7830.75,18825,0
NIFTY,20160509,13:31,7830.85,7835.05,7830.80,7833.90,51075,0
NIFTY,20160509,13:32,7833.70,7834.70,7832.90,7833.55,24075,0
NIFTY,20160509,13:33,7833.40,7833.60,7831.00,7831.00,5475,0
NIFTY,20160509,13:34,7830.85,7831.30,7829.40,7830.60,5475,0
NIFTY,20160509,13:35,7830.50,7832.60,7830.40,7831.55,32775,0
NIFTY,20160509,13:36,7831.50,7835.95,7831.50,7834.55,43725,0
NIFTY,20160509,13:37,7834.85,7835.65,7832.45,7833.15,22050,0
NIFTY,20160509,13:38,7832.90,7833.55,7831.85,7832.35,13200,0
NIFTY,20160509,13:39,7832.15,7835.30,7832.15,7834.15,14400,0
NIFTY,20160509,13:40,7834.20,7834.80,7832.00,7832.10,14250,0
NIFTY,20160509,13:41,7832.40,7833.35,7831.65,7831.70,8475,0
NIFTY,20160509,13:42,7831.35,7831.60,7830.10,7831.40,8025,0
NIFTY,20160509,13:43,7831.30,7833.10,7831.10,7832.55,14325,0
NIFTY,20160509,13:44,7832.50,7834.00,7830.95,7831.35,22125,0
NIFTY,20160509,13:45,7831.40,7834.65,7831.40,7834.65,21750,0
NIFTY,20160509,13:46,7834.95,7834.95,7832.25,7832.85,16650,0
NIFTY,20160509,13:47,7832.60,7833.75,7832.05,7832.40,17925,0
NIFTY,20160509,13:48,7832.50,7833.05,7831.70,7833.05,6450,0
NIFTY,20160509,13:49,7833.25,7835.25,7832.35,7833.75,6900,0
NIFTY,20160509,13:50,7834.10,7835.45,7833.60,7833.75,11550,0
NIFTY,20160509,13:51,7833.65,7834.85,7832.85,7834.55,14325,0
NIFTY,20160509,13:52,7834.40,7835.25,7833.70,7834.45,7950,0
NIFTY,20160509,13:53,7833.95,7834.95,7833.60,7834.90,21525,0
NIFTY,20160509,13:54,7834.60,7836.45,7834.60,7835.35,15750,0
NIFTY,20160509,13:55,7835.45,7835.70,7833.35,7834.15,10050,0
NIFTY,20160509,13:56,7834.05,7834.35,7832.25,7832.60,11100,0
NIFTY,20160509,13:57,7832.65,7833.60,7831.85,7831.85,10350,0
NIFTY,20160509,13:58,7831.60,7838.05,7831.60,7836.65,51450,0
NIFTY,20160509,13:59,7836.80,7841.45,7835.10,7839.90,43725,0
NIFTY,20160509,14:00,7840.35,7840.45,7838.55,7838.60,29775,0
NIFTY,20160509,14:01,7838.75,7847.00,7838.70,7844.65,307800,0
NIFTY,20160509,14:02,7843.85,7847.95,7843.60,7847.65,49050,0
NIFTY,20160509,14:03,7847.15,7849.80,7846.45,7849.05,65325,0
NIFTY,20160509,14:04,7848.70,7849.90,7844.95,7844.95,38850,0
NIFTY,20160509,14:05,7845.20,7848.10,7844.85,7847.85,28875,0
NIFTY,20160509,14:06,7848.70,7848.80,7846.45,7847.10,25650,0
NIFTY,20160509,14:07,7846.95,7848.75,7846.95,7847.40,47700,0
NIFTY,20160509,14:08,7847.90,7849.10,7845.40,7849.10,35325,0
NIFTY,20160509,14:09,7849.25,7850.95,7846.75,7846.85,42450,0
NIFTY,20160509,14:10,7846.60,7848.20,7846.60,7847.40,25800,0
NIFTY,20160509,14:11,7847.15,7847.75,7845.90,7846.00,18150,0
NIFTY,20160509,14:12,7846.05,7846.25,7845.35,7845.80,22800,0
NIFTY,20160509,14:13,7845.55,7846.95,7844.00,7844.10,22275,0
NIFTY,20160509,14:14,7844.15,7846.05,7844.15,7846.05,17400,0
NIFTY,20160509,14:15,7845.55,7846.60,7844.50,7844.65,32175,0
NIFTY,20160509,14:16,7844.50,7852.65,7844.50,7849.55,86625,0
NIFTY,20160509,14:17,7849.35,7850.80,7848.70,7850.60,23550,0
NIFTY,20160509,14:18,7850.25,7857.80,7850.25,7855.90,117825,0
NIFTY,20160509,14:19,7855.60,7860.10,7853.95,7855.35,115350,0
NIFTY,20160509,14:20,7855.80,7856.40,7853.75,7855.65,37875,0
NIFTY,20160509,14:21,7855.55,7858.20,7854.60,7855.80,53850,0
NIFTY,20160509,14:22,7855.75,7858.05,7855.05,7855.70,25575,0
NIFTY,20160509,14:23,7856.30,7857.45,7856.05,7856.50,25875,0
NIFTY,20160509,14:24,7856.55,7857.00,7854.55,7855.10,12225,0
NIFTY,20160509,14:25,7855.95,7857.45,7855.25,7857.25,28050,0
NIFTY,20160509,14:26,7857.15,7859.55,7857.15,7858.90,39900,0
NIFTY,20160509,14:27,7858.85,7859.65,7857.40,7857.75,39525,0
NIFTY,20160509,14:28,7857.35,7863.30,7857.35,7859.40,152625,0
NIFTY,20160509,14:29,7859.15,7859.70,7858.65,7859.45,23250,0
NIFTY,20160509,14:30,7859.50,7863.80,7859.30,7862.80,106875,0
NIFTY,20160509,14:31,7862.65,7865.05,7861.90,7861.90,29550,0
NIFTY,20160509,14:32,7862.85,7863.55,7859.45,7859.80,25950,0
NIFTY,20160509,14:33,7859.15,7860.55,7858.90,7860.10,41325,0
NIFTY,20160509,14:34,7859.80,7865.15,7859.80,7863.95,62100,0
NIFTY,20160509,14:35,7863.90,7863.90,7859.90,7860.80,17625,0
NIFTY,20160509,14:36,7860.90,7865.95,7860.05,7863.65,69600,0
NIFTY,20160509,14:37,7863.25,7870.60,7863.25,7864.55,160500,0
NIFTY,20160509,14:38,7864.45,7868.35,7864.20,7866.80,33000,0
NIFTY,20160509,14:39,7867.70,7867.70,7863.30,7863.85,33525,0
NIFTY,20160509,14:40,7864.05,7865.65,7863.85,7864.70,26925,0
NIFTY,20160509,14:41,7864.65,7867.75,7863.25,7863.25,36300,0
NIFTY,20160509,14:42,7863.50,7865.95,7863.50,7864.10,23250,0
NIFTY,20160509,14:43,7863.60,7866.90,7863.45,7865.15,26025,0
NIFTY,20160509,14:44,7864.85,7866.60,7864.40,7866.05,31125,0
NIFTY,20160509,14:45,7865.95,7868.40,7865.75,7865.75,27000,0
NIFTY,20160509,14:46,7866.10,7867.70,7865.85,7867.50,18975,0
NIFTY,20160509,14:47,7867.60,7869.25,7865.95,7866.85,26700,0
NIFTY,20160509,14:48,7866.95,7873.65,7866.95,7870.10,109500,0
NIFTY,20160509,14:49,7870.60,7872.30,7870.25,7871.80,43125,0
NIFTY,20160509,14:50,7871.35,7872.60,7870.45,7870.45,36075,0
NIFTY,20160509,14:51,7870.50,7872.05,7869.60,7870.85,42975,0
NIFTY,20160509,14:52,7870.80,7872.40,7870.75,7870.75,38700,0
NIFTY,20160509,14:53,7871.30,7871.85,7868.15,7868.20,46050,0
NIFTY,20160509,14:54,7868.25,7872.30,7868.25,7869.95,44475,0
NIFTY,20160509,14:55,7869.85,7870.95,7868.70,7869.70,32475,0
NIFTY,20160509,14:56,7869.75,7871.85,7869.55,7869.55,24000,0
NIFTY,20160509,14:57,7869.40,7871.95,7869.40,7869.65,38925,0
NIFTY,20160509,14:58,7870.10,7870.40,7869.10,7869.10,29175,0
NIFTY,20160509,14:59,7869.30,7869.75,7867.60,7868.25,34575,0
NIFTY,20160509,15:00,7868.15,7869.05,7867.25,7867.90,44700,0
NIFTY,20160509,15:01,7868.10,7870.05,7868.05,7868.05,54375,0
NIFTY,20160509,15:02,7867.55,7867.55,7866.00,7866.45,29625,0
NIFTY,20160509,15:03,7866.20,7866.95,7861.60,7862.25,75150,0
NIFTY,20160509,15:04,7862.10,7863.95,7861.30,7863.80,54975,0
NIFTY,20160509,15:05,7863.05,7868.15,7863.05,7868.15,38850,0
NIFTY,20160509,15:06,7868.05,7869.30,7867.50,7869.00,41550,0
NIFTY,20160509,15:07,7868.55,7871.75,7867.20,7870.05,30150,0
NIFTY,20160509,15:08,7869.90,7871.20,7869.35,7869.75,31200,0
NIFTY,20160509,15:09,7870.10,7871.25,7869.20,7869.20,29100,0
NIFTY,20160509,15:10,7869.00,7869.35,7867.05,7867.05,24975,0
NIFTY,20160509,15:11,7866.70,7867.60,7866.50,7867.15,20625,0
NIFTY,20160509,15:12,7866.95,7868.70,7866.85,7867.85,26775,0
NIFTY,20160509,15:13,7867.90,7868.55,7865.90,7866.05,28350,0
NIFTY,20160509,15:14,7866.30,7868.05,7866.15,7867.15,25875,0
NIFTY,20160509,15:15,7867.10,7867.60,7865.30,7865.35,35400,0
NIFTY,20160509,15:16,7865.45,7865.95,7862.75,7865.55,62250,0
NIFTY,20160509,15:17,7866.05,7866.05,7862.85,7864.55,69975,0
NIFTY,20160509,15:18,7864.85,7865.35,7863.60,7864.85,49875,0
NIFTY,20160509,15:19,7864.60,7865.15,7863.00,7863.70,54000,0
NIFTY,20160509,15:20,7863.85,7864.50,7862.65,7864.00,57225,0
NIFTY,20160509,15:21,7864.20,7864.65,7861.95,7864.25,51225,0
NIFTY,20160509,15:22,7863.75,7866.65,7863.75,7866.00,63000,0
NIFTY,20160509,15:23,7866.10,7866.75,7865.20,7866.55,73425,0
NIFTY,20160509,15:24,7865.95,7867.15,7865.05,7867.15,63375,0
NIFTY,20160509,15:25,7866.95,7868.45,7866.70,7867.95,98400,0
NIFTY,20160509,15:26,7868.15,7868.40,7865.95,7867.25,81675,0
NIFTY,20160509,15:27,7868.50,7869.00,7866.30,7866.90,76275,0
NIFTY,20160509,15:28,7866.70,7867.55,7865.80,7866.55,68100,0
NIFTY,20160509,15:29,7866.70,7868.80,7865.85,7868.50,133050,0
NIFTY,20160509,15:30,7867.95,7870.20,7867.70,7868.55,200775,0
NIFTY,20160510,09:16,7870.20,7874.00,7856.35,7862.30,236775,0
NIFTY,20160510,09:17,7863.65,7866.10,7862.75,7864.60,109350,0
NIFTY,20160510,09:18,7864.55,7869.10,7863.55,7864.10,162450,0
NIFTY,20160510,09:19,7864.00,7865.60,7858.05,7858.75,92400,0
NIFTY,20160510,09:20,7858.80,7859.60,7855.00,7858.10,106350,0
NIFTY,20160510,09:21,7858.05,7858.10,7851.00,7851.15,103800,0
NIFTY,20160510,09:22,7850.60,7857.85,7850.60,7857.00,76500,0
NIFTY,20160510,09:23,7856.75,7861.05,7856.65,7861.05,63750,0
NIFTY,20160510,09:24,7861.25,7865.10,7860.75,7863.70,47925,0
NIFTY,20160510,09:25,7864.30,7867.80,7863.00,7864.80,49650,0
NIFTY,20160510,09:26,7864.25,7864.55,7859.15,7859.15,55575,0
NIFTY,20160510,09:27,7858.30,7863.70,7858.30,7863.10,42825,0
NIFTY,20160510,09:28,7863.00,7863.00,7857.75,7858.10,27225,0
NIFTY,20160510,09:29,7857.85,7863.80,7857.85,7863.80,33375,0
NIFTY,20160510,09:30,7863.60,7865.15,7860.50,7864.70,29700,0
NIFTY,20160510,09:31,7865.75,7866.40,7863.00,7865.15,32550,0
NIFTY,20160510,09:32,7864.95,7865.20,7860.90,7862.70,24150,0
NIFTY,20160510,09:33,7862.80,7862.90,7860.50,7860.50,31875,0
NIFTY,20160510,09:34,7860.70,7860.70,7856.65,7858.45,22800,0
NIFTY,20160510,09:35,7858.15,7858.80,7853.85,7854.05,35850,0
NIFTY,20160510,09:36,7854.20,7854.40,7852.25,7852.50,26775,0
NIFTY,20160510,09:37,7852.60,7852.75,7850.15,7852.25,24000,0
NIFTY,20160510,09:38,7852.05,7854.65,7852.05,7854.45,28425,0
NIFTY,20160510,09:39,7854.65,7854.65,7850.10,7850.85,16950,0
NIFTY,20160510,09:40,7851.05,7853.40,7851.05,7853.40,22425,0
NIFTY,20160510,09:41,7853.25,7853.25,7850.40,7851.60,15375,0
NIFTY,20160510,09:42,7851.65,7852.90,7851.50,7851.70,16200,0
NIFTY,20160510,09:43,7851.50,7852.05,7848.10,7849.10,19200,0
NIFTY,20160510,09:44,7848.25,7848.35,7844.65,7845.85,25425,0
NIFTY,20160510,09:45,7846.15,7847.45,7843.15,7847.00,33225,0
NIFTY,20160510,09:46,7847.15,7851.30,7846.40,7851.00,17100,0
NIFTY,20160510,09:47,7850.95,7851.20,7849.30,7849.55,15525,0
NIFTY,20160510,09:48,7849.50,7849.80,7848.40,7848.55,18525,0
NIFTY,20160510,09:49,7849.00,7849.30,7847.50,7848.20,14475,0
NIFTY,20160510,09:50,7848.70,7850.20,7848.65,7849.45,10125,0
NIFTY,20160510,09:51,7849.35,7849.35,7845.35,7845.80,60600,0
NIFTY,20160510,09:52,7844.90,7847.85,7844.90,7847.75,43725,0
NIFTY,20160510,09:53,7847.80,7851.10,7847.60,7850.35,13800,0
NIFTY,20160510,09:54,7850.40,7854.05,7850.40,7854.05,20925,0
NIFTY,20160510,09:55,7854.25,7857.30,7854.25,7856.95,56925,0
NIFTY,20160510,09:56,7856.75,7858.30,7856.70,7857.90,73950,0
NIFTY,20160510,09:57,7858.25,7859.40,7857.00,7858.20,55650,0
NIFTY,20160510,09:58,7858.40,7859.25,7856.50,7856.50,100800,0
NIFTY,20160510,09:59,7856.95,7857.05,7854.35,7854.65,28950,0
NIFTY,20160510,10:00,7854.95,7856.70,7854.60,7856.45,16050,0
NIFTY,20160510,10:01,7856.60,7857.65,7856.55,7857.50,17550,0
NIFTY,20160510,10:02,7857.55,7858.60,7857.25,7858.60,9450,0
NIFTY,20160510,10:03,7858.65,7859.90,7858.65,7859.85,11925,0
NIFTY,20160510,10:04,7859.90,7862.00,7859.50,7862.00,26850,0
NIFTY,20160510,10:05,7862.35,7863.75,7860.20,7860.25,27375,0
NIFTY,20160510,10:06,7861.10,7861.75,7857.40,7858.30,38100,0
NIFTY,20160510,10:07,7858.65,7858.65,7854.85,7856.45,49950,0
NIFTY,20160510,10:08,7856.35,7856.35,7852.45,7852.90,72375,0
NIFTY,20160510,10:09,7852.70,7854.15,7852.00,7853.20,70950,0
NIFTY,20160510,10:10,7853.50,7853.50,7850.40,7850.85,91650,0
NIFTY,20160510,10:11,7850.95,7852.70,7848.90,7852.55,36300,0
NIFTY,20160510,10:12,7852.45,7853.10,7851.90,7852.00,9300,0
NIFTY,20160510,10:13,7852.25,7852.75,7850.15,7852.45,16425,0
NIFTY,20160510,10:14,7852.35,7853.00,7851.30,7853.00,4200,0
NIFTY,20160510,10:15,7853.20,7855.10,7853.05,7854.40,8175,0
NIFTY,20160510,10:16,7854.30,7854.50,7853.40,7853.90,30600,0
NIFTY,20160510,10:17,7854.05,7855.10,7853.30,7854.90,6825,0
NIFTY,20160510,10:18,7854.95,7856.05,7854.85,7855.55,8850,0
NIFTY,20160510,10:19,7855.80,7856.25,7855.05,7856.10,12825,0
NIFTY,20160510,10:20,7856.35,7857.15,7856.00,7856.50,4650,0
NIFTY,20160510,10:21,7856.60,7857.90,7856.15,7856.85,13800,0
NIFTY,20160510,10:22,7857.10,7857.30,7855.00,7855.35,12450,0
NIFTY,20160510,10:23,7855.15,7856.65,7855.00,7855.85,5475,0
NIFTY,20160510,10:24,7856.00,7856.45,7855.55,7855.95,8400,0
NIFTY,20160510,10:25,7855.90,7856.30,7854.65,7854.85,5850,0
NIFTY,20160510,10:26,7854.65,7855.35,7854.05,7854.20,3150,0
NIFTY,20160510,10:27,7854.35,7855.70,7854.30,7854.95,3750,0
NIFTY,20160510,10:28,7854.80,7855.45,7852.70,7853.15,8250,0
NIFTY,20160510,10:29,7853.30,7853.80,7852.25,7852.50,7200,0
NIFTY,20160510,10:30,7852.65,7853.00,7851.55,7852.00,2550,0
NIFTY,20160510,10:31,7851.95,7853.70,7851.60,7853.25,6375,0
NIFTY,20160510,10:32,7853.45,7854.40,7852.50,7852.95,5475,0
NIFTY,20160510,10:33,7853.00,7853.05,7850.05,7850.90,66150,0
NIFTY,20160510,10:34,7850.75,7851.15,7849.45,7849.45,6750,0
NIFTY,20160510,10:35,7849.60,7849.90,7847.30,7847.60,10725,0
NIFTY,20160510,10:36,7846.85,7848.00,7846.85,7847.35,12150,0
NIFTY,20160510,10:37,7847.45,7848.85,7846.45,7846.60,15075,0
NIFTY,20160510,10:38,7846.65,7846.85,7842.40,7843.05,22350,0
NIFTY,20160510,10:39,7843.20,7843.25,7838.85,7841.95,113475,0
NIFTY,20160510,10:40,7842.30,7845.20,7841.70,7845.15,16875,0
NIFTY,20160510,10:41,7845.25,7845.95,7844.40,7844.40,13350,0
NIFTY,20160510,10:42,7844.25,7844.65,7843.75,7844.45,6825,0
NIFTY,20160510,10:43,7844.25,7844.25,7841.95,7842.05,14475,0
NIFTY,20160510,10:44,7842.00,7843.40,7841.80,7842.35,24225,0
NIFTY,20160510,10:45,7842.10,7843.05,7841.90,7842.95,12825,0
NIFTY,20160510,10:46,7843.35,7845.90,7843.35,7845.75,31575,0
NIFTY,20160510,10:47,7845.95,7846.20,7844.95,7845.85,18750,0
NIFTY,20160510,10:48,7845.90,7847.90,7845.55,7847.80,12525,0
NIFTY,20160510,10:49,7847.45,7848.10,7846.95,7847.00,6075,0
NIFTY,20160510,10:50,7846.95,7847.75,7846.30,7846.95,4125,0
NIFTY,20160510,10:51,7847.45,7848.65,7846.90,7847.85,15375,0
NIFTY,20160510,10:52,7848.05,7849.55,7847.95,7849.20,13650,0
NIFTY,20160510,10:53,7849.45,7850.65,7849.30,7850.65,20550,0
NIFTY,20160510,10:54,7850.60,7852.75,7849.55,7849.55,31125,0
NIFTY,20160510,10:55,7849.65,7850.65,7849.10,7850.35,9825,0
NIFTY,20160510,10:56,7850.25,7850.55,7849.20,7849.25,4725,0
NIFTY,20160510,10:57,7849.15,7850.10,7848.85,7849.65,5025,0
NIFTY,20160510,10:58,7849.40,7849.50,7845.75,7846.05,6000,0
NIFTY,20160510,10:59,7845.75,7846.40,7844.75,7846.30,5550,0
NIFTY,20160510,11:00,7846.35,7848.75,7845.65,7848.75,9525,0
NIFTY,20160510,11:01,7849.00,7850.15,7848.65,7849.05,4275,0
NIFTY,20160510,11:02,7848.90,7849.00,7845.85,7846.40,3825,0
NIFTY,20160510,11:03,7846.45,7846.60,7844.85,7845.45,7275,0
NIFTY,20160510,11:04,7845.35,7845.90,7844.45,7844.60,11700,0
NIFTY,20160510,11:05,7844.70,7844.70,7842.50,7842.50,11400,0
NIFTY,20160510,11:06,7842.65,7842.95,7839.20,7840.15,14175,0
NIFTY,20160510,11:07,7840.40,7842.85,7840.25,7842.80,10350,0
NIFTY,20160510,11:08,7842.60,7843.30,7842.00,7842.40,3300,0
NIFTY,20160510,11:09,7842.50,7843.65,7842.35,7843.05,2475,0
NIFTY,20160510,11:10,7842.70,7842.85,7841.20,7841.65,8475,0
NIFTY,20160510,11:11,7841.75,7842.50,7840.90,7841.85,11850,0
NIFTY,20160510,11:12,7841.65,7842.05,7841.05,7841.15,5925,0
NIFTY,20160510,11:13,7841.10,7841.70,7840.75,7841.25,2625,0
NIFTY,20160510,11:14,7840.90,7841.65,7838.50,7838.85,7725,0
NIFTY,20160510,11:15,7838.60,7839.70,7837.70,7838.75,15900,0
NIFTY,20160510,11:16,7838.80,7841.50,7838.45,7840.90,15000,0
NIFTY,20160510,11:17,7841.05,7842.05,7840.85,7841.50,6075,0
NIFTY,20160510,11:18,7841.70,7843.05,7841.30,7842.70,10050,0
NIFTY,20160510,11:19,7842.85,7845.80,7842.75,7845.15,8100,0
NIFTY,20160510,11:20,7845.65,7848.30,7845.65,7846.40,6900,0
NIFTY,20160510,11:21,7846.55,7846.80,7843.95,7844.30,7725,0
NIFTY,20160510,11:22,7844.25,7845.20,7844.00,7844.75,2850,0
NIFTY,20160510,11:23,7844.65,7846.70,7844.65,7845.85,12750,0
NIFTY,20160510,11:24,7845.55,7847.60,7844.80,7844.80,4875,0
NIFTY,20160510,11:25,7845.10,7846.05,7844.40,7846.00,3450,0
NIFTY,20160510,11:26,7845.95,7846.50,7845.50,7846.00,4725,0
